RSSI_sd1,RSSI_mean1,RSSI_sd2,RSSI_mean2,RSSI_sd3,RSSI_mean3,RSSI_sd4,RSSI_mean4,X,Y
0.5901369396851909,-51.96551724137931,1.6076407908989658,-65.86206896551724,1.6481719228779912,-61.689655172413794,0.8138043864667278,-64.20689655172414,1,2
1.2890755957348323,-62.93103448275862,0.3860293983116149,-50.310344827586206,1.3888111461439954,-61.3448275862069,0.8807822416704058,-60.86206896551724,8,2
0.7086914764543517,-55.58620689655172,33.909429886039,-26.482758620689655,2.167587326120031,-64.89655172413794,1.3207197909789659,-64.0,0,2
31.512574313321462,-45.714285714285715,0.47564403170644265,-50.464285714285715,23.191967293413803,-56.642857142857146,0.4667107000605622,-57.535714285714285,9,2
0.9615002390798281,-54.214285714285715,1.2491197297322416,-59.5,28.655750293308483,-49.57142857142857,23.831940897850032,-58.214285714285715,2,2
1.1528276018520014,-56.92857142857143,1.7027241162618725,-63.035714285714285,1.1779706260846952,-60.67857142857143,0.9628490915070094,-62.32142857142857,3,2
1.1299768662472558,-62.392857142857146,0.894307750184921,-58.857142857142854,29.506621220696857,-51.07142857142857,0.9538639866888988,-61.964285714285715,7,2
1.2818652133337722,-66.65517241379311,0.7514181004688721,-53.03448275862069,33.49331752257832,-24.275862068965516,1.0783357929278894,-59.3448275862069,10,2
1.2042455191563566,-61.82142857142857,1.0811662325172766,-61.535714285714285,1.0417423441897735,-66.32142857142857,1.6545648006969127,-59.535714285714285,5,2
0.9776876885841602,-57.86206896551724,1.359487678472719,-61.241379310344826,1.1910405476753922,-65.0,1.218897808467058,-65.65517241379311,4,2
1.1162057062080575,-60.42857142857143,0.6773401527590717,-57.0,2.4620334197753504,-61.785714285714285,0.6976317445618478,-65.14285714285714,6,2
