A1_sd,A1_mean,A2_sd,A2_mean,A3_sd,A3_mean,A4_sd,A4_mean,x,y
1.2246496786066028,-60.47333743842364,0.8295941270217883,-64.95927750410509,0.9852177995906664,-61.63557744937056,0.9389787416358878,-64.71867816091952,7,8
1.2937003229988824,-64.08940617913832,0.9678641786398343,-57.92980442176871,0.5009124450707154,-53.74102182539682,0.49612379657354966,-55.773511904761904,6,2
2.760059513183353,-62.622321428571425,2.713262594805418,-61.96764455782312,1.2578123052867778,-63.21752873563218,0.48838388210155753,-57.486850027367275,10,6
1.220471287864759,-60.78934523809525,1.1197901416475604,-59.70620370370371,0.8732534528789977,-61.67180555555555,1.2945623517741072,-63.00638888888889,5,9
1.4052082424540624,-63.094378306878305,1.0528077729678946,-64.71926587301587,1.5993239227260752,-65.34583333333333,1.1334805711295648,-64.60201465201466,10,10
0.8728962127304088,-65.55577760362243,0.46397158322715265,-55.29642172961138,2.5115502907526683,-62.00113574165299,0.0,0.0,0,1
0.4916765270021669,-64.30595238095238,0.7060203110972708,-55.69077380952381,0.5830653512096846,-53.95004960317459,0.7490849112776476,-56.05798611111111,5,4
0.9255696820275021,-57.95282407407407,0.7323514496999903,-54.4087962962963,0.7784641140264719,-57.75120370370371,0.6128973318328418,-55.51791666666667,4,1
0.5501772992547429,-58.71946428571429,1.4399297853490947,-59.76578703703704,0.6758967457267894,-63.75731481481482,0.24913118864499698,-59.76157407407406,9,7
2.242541524733797,-61.833716475095784,1.5448566779442159,-60.41057060755336,1.7871510727856121,-63.39955528188287,1.1588586896060054,-57.48782156540777,10,4
1.412196443028301,-61.94570578231293,0.7734178707538739,-53.93487103174603,0.5862805293111953,-54.71622023809523,0.715827129327279,-55.99652777777778,6,3
1.6402663760789968,-60.01016009852217,1.8501166924493229,-59.68366858237549,0.7096471222759478,-59.92389846743296,0.7203279591624502,-61.63376436781609,8,7
1.3398589189170138,-63.47714710884354,0.7621740595986307,-49.927430555555546,1.483595507219451,-55.844246031746025,0.8935420901620829,-62.49173752834468,2,2
1.1633058004111936,-58.94800903119868,1.2411160078702508,-63.479228243021346,0.6572785706728389,-57.6673645320197,0.6993541379039876,-60.74061302681992,1,6
1.7704681230034442,-58.905151888341535,1.1137962978335418,-63.16488095238096,0.522741823555514,-54.01594827586207,1.6171184464522188,-60.04836480569239,4,6
1.281252934190596,-58.23587164750959,0.47059088591437287,-54.39588122605363,1.3971598657603195,-56.600287356321836,0.9860176941998827,-55.86240421455938,7,4
0.9714393815373987,-61.74027777777778,0.7625562528663059,-56.09928160919541,0.932863361867208,-56.089224137931026,0.8951106254744466,-60.260632183908044,3,9
0.9407114165981076,-62.604443027210884,1.1335055715018676,-53.63412698412698,0.49363018282678905,-50.17142857142857,0.5017894118272469,-55.134126984126986,5,3
0.9099356517847957,-64.14109788359788,1.6707375622098382,-64.83778735632184,0.6742847471482053,-58.45427248677249,0.8449126865245596,-62.0875,6,8
0.8515814034486119,-65.6294540229885,0.985851417318075,-59.82122331691297,0.37126927496936324,-55.556848659003826,1.333447691897815,-54.77792145593869,8,1
