A1_sd,A1_mean,A2_sd,A2_mean,A3_sd,A3_mean,A4_sd,A4_mean,x,y
0.5838177690432067,-50.86748084291187,0.8477480910122636,-57.0471264367816,1.1452334225945793,-59.52461685823754,0.6479657094694807,-60.93005610290093,3,6
0.17650462782259252,-53.47306547619047,0.8287776133417899,-59.507071995464855,1.0705465355841521,-58.47921626984127,1.5540974462180872,-60.65730583900227,5,6
0.3493278140699845,-52.55784072249589,0.6409348413124748,-55.722030651340994,1.0301771345089152,-55.808477011494254,3.1763199936111692,-63.90411904761905,2,4
0.6349196153821522,-57.208194444444445,1.2138339635366908,-60.288287037037044,0.4809117329415033,-56.054583333333326,0.7730929036900515,-54.92532407407406,7,2
1.28176855418899,-54.08046296296297,1.505659949518766,-60.33198412698413,0.9313950210318521,-58.5275462962963,1.0416558115567185,-64.29504629629629,4,6
1.1624349693469913,-60.82179802955665,1.5120283216903943,-63.29770114942529,0.6310388207460004,-63.372338533114394,0.8480693924584808,-64.41958128078818,6,10
0.6780939219476927,-55.25023148148148,0.531541755585612,-57.61,1.0023463143832636,-55.594537037037036,0.35277493688581685,-55.195462962962964,7,3
0.9876579289409004,-59.92045019157087,0.3441586248145457,-62.3257662835249,0.48006521079778136,-57.80469348659004,0.27505604190316546,-56.489080459770115,8,4
0.6830135530468079,-60.25407088122605,1.650832252599718,-63.87112753147237,0.9600118827598346,-62.26900656814449,0.7817401166919615,-65.24508928571429,2,9
0.8567018665826684,-59.073850574712644,1.3792946691969616,-59.51312260536399,0.9142664833507818,-62.17370689655172,1.1889959007925195,-61.11908866995074,0,1
0.9513747800868478,-57.60801587301588,1.0862050614582237,-62.42614357864359,0.9274307726656094,-60.28648148148148,1.411858093645856,-63.93842592592592,3,8
1.0667410087047542,-62.90948275862069,0.8987942258745176,-61.08539956212371,0.8226248691663653,-60.29272030651342,0.6584413702269816,-56.60616447728517,10,3
0.8356820890000628,-55.08271072796934,0.9304078074653512,-59.341338259441706,0.47303841976741284,-56.820545977011506,0.6182477360717907,-65.5275,2,7
1.7074427067263682,-60.44232142857143,1.0548740574103164,-60.817685185185184,0.9458755180728879,-61.20986111111111,1.031504582080117,-62.038888888888884,8,7
1.9842109376053567,-57.43884099616859,0.9172699694066717,-60.37484263820471,0.8484742833325456,-57.89841954022987,0.5938154357749387,-54.276436781609206,7,1
0.5447401179960883,-57.336851851851854,0.9696311760498215,-60.10296296296295,0.7547535372186666,-54.220740740740744,0.8913908554383287,-58.753703703703714,6,3
0.6126900082703383,-52.42297335600908,0.6118542621950717,-56.96661706349206,1.081399866976377,-54.96284722222223,0.5727987693347312,-63.860168650793646,1,4
1.812878744136782,-63.340134099616854,1.274145101188293,-63.44048987411056,1.8753128118620244,-64.26190476190476,1.2563902707822665,-62.851888341543514,10,10
1.2039511447928781,-62.63155470521542,1.2923563750697327,-61.42261453823954,0.8373434948965205,-63.957780612244896,0.9397018431292546,-57.35413832199547,10,5
1.3596273152115539,-60.693895502645496,1.5964315943762561,-61.92988505747126,0.7489614163248515,-64.60289682539683,0.9637103804797089,-59.896673280423286,10,0
0.7204773659242457,-58.34342592592592,1.0823627013653518,-62.90869708994709,0.8997875729079625,-64.52830687830688,0.6666739604925891,-65.42619047619048,9,9
0.5819058077724393,-52.234024356869185,1.0936038826908554,-58.3698275862069,0.9242659032645095,-60.61942391899288,0.8100382690468189,-63.87427476737822,0,4
1.430014808691576,-59.377827380952375,0.5653073317222604,-55.76473214285714,0.5193257133543924,-55.880158730158726,1.0839158277719663,-61.773951247165535,3,1
0.834979091435863,-60.91338943623427,0.6724241991567602,-60.636603721948546,0.5736923457256891,-62.560249042145585,1.4209770539758937,-63.01094006568145,5,9
1.4802311177493246,-58.45919540229885,0.9933485355423728,-63.150184729064044,0.5522197289799434,-58.878831417624525,1.4200590007193268,-64.24015462506841,5,8
1.6910179135641084,-57.66388888888888,0.37511214468817444,-60.06470306513409,0.7038791301867285,-56.638553639846755,0.26243789139642304,-56.565565134099614,8,5
1.1742796254449102,-61.852612433862426,0.949751887043117,-61.31703703703703,1.337321390003033,-62.988749999999996,1.1458004255959422,-62.33822751322751,8,8
1.5709471151792722,-56.13507996632996,0.6601803645492208,-59.91981481481481,0.7525927539437477,-57.99847222222222,1.0520221632255837,-59.86430555555556,6,5
0.5577667124143465,-54.842129629629625,0.9405410153019185,-57.82939814814814,0.3669210055085194,-56.506898148148146,1.0889592769611518,-63.65752645502645,4,7
0.8516792882679292,-61.64560185185186,1.2476442830931564,-63.09642857142857,0.7912296446954183,-63.05377668308703,0.953671007449548,-57.51990740740741,10,1
1.1032666342142434,-62.33158182813355,0.8330055496646083,-64.70424876847291,1.256538750088357,-60.615448823207444,1.370158024764581,-64.83621373836891,4,10
