A1_sd,A1_mean,A2_sd,A2_mean,A3_sd,A3_mean,A4_sd,A4_mean,x,y
1.0649162859703127,-62.15914315569488,0.3454261084929327,-50.237500000000004,0.5575477672689546,-56.173611111111114,0.9341295894053733,-60.73093869731801,1,4
0.5810230932333444,-67.1340579710145,0.5659050991758128,-57.98151340996168,1.1690053501476816,-55.82878352490421,0.2997209315318726,-54.73318965517242,7,1
1.1786096169095748,-65.47482993197279,0.38833539394812805,-54.33041666666667,0.48205350191000945,-57.91736111111111,1.1912070162944306,-61.92324074074073,2,0
1.2073726103542077,-63.54313492063491,1.0000569365971406,-54.83604497354497,0.8897758199334183,-53.99486111111111,0.7015596917834104,-54.2187037037037,7,2
0.9767942759005956,-65.70816912972084,0.6783958747415172,-61.03712370005474,0.760380152667451,-60.32653940886699,0.45922388436859335,-55.38697318007662,9,3
1.0576811632672583,-62.306246579091415,0.9356775341628274,-58.02372742200329,0.8282145114473446,-60.22739463601533,0.9405828312555784,-60.19345238095239,3,9
1.4102272188635168,-65.2279411764706,1.0246917972524372,-62.79084362139917,1.2550336043948056,-61.99161877394636,0.29723453084407286,-56.580986590038314,10,3
0.45685249877939516,-62.6149083196497,0.7294682372182222,-56.574952107279685,0.5160268456700363,-56.30766283524904,0.7280906094316005,-58.680028735632185,4,7
0.7305129072313226,-62.805083470169684,0.4939814825501807,-53.59760536398466,0.5412976529936288,-54.399664750957854,0.5633269268527497,-57.68022030651341,5,1
2.759964255268811,-63.63051146384479,0.7311786041339989,-51.269636015325666,0.5555262974643783,-57.48079501915709,0.6820188050905726,-61.57318007662835,1,2
1.1880779011757172,-63.29824074074074,0.3708052483613053,-51.15796296296297,0.5881806824299536,-52.47462962962964,0.9880326836108271,-58.11078703703704,3,5
1.0465955732545622,-65.64384920634922,1.4147807103555485,-61.97978243021347,0.8040072699409904,-60.187212643678166,0.7985322557302311,-60.41683771209634,1,10
1.3504440870742191,-64.58330026455026,1.0128719171010545,-59.071157407407405,1.0891136977725928,-59.34356481481481,0.6680579684415422,-59.43592592592592,8,8
1.249991288626608,-63.723765432098766,0.6141914558290312,-57.20418035030105,0.6514970360576102,-52.24372605363985,0.4187919877041747,-53.422030651341,6,3
0.9088057685482971,-63.79747536945813,1.2164941484809246,-58.79386973180077,1.1759655729404077,-58.178407224958946,1.0068173342841644,-61.6372947454844,8,10
1.2881749676169214,-63.76529761904762,0.6295301287495348,-53.898472222222225,0.6921131702489832,-53.69708333333333,0.5700476822261031,-58.20981481481481,4,0
0.6202776440917253,-66.40965909090909,1.0235974320270043,-58.804166666666674,1.2309654079062902,-54.78166666666666,0.43017759334202604,-53.824444444444445,7,3
1.1926468196918019,-65.66015873015873,0.5378420683451278,-53.601342592592594,1.2576159194785683,-60.565416666666664,0.742652556888957,-65.72549603174603,0,2
0.9546907085350125,-63.37777777777778,0.3152440863789215,-53.313234126984135,1.462971944867013,-59.20867063492064,1.244021610704371,-64.79734126984127,0,3
0.8030380421281007,-64.52430213464696,0.6690656821982669,-61.472331691297214,0.6471611862239679,-55.98544061302681,0.9329916278987309,-57.800766283524894,2,10
0.48235925879519986,-65.11363636363636,0.9579207239175013,-55.881203703703704,0.8161862732477195,-55.699351851851844,0.7743203935660579,-58.852916666666665,5,0
0.8813719686204812,-61.69411354928596,0.4954464088813905,-50.77375478927202,0.6321812585208033,-54.17672413793103,0.8391686149481915,-62.016452082400356,2,4
1.50859554451545,-64.0916865079365,1.9547215667105877,-61.15353835978836,0.8779251415369456,-63.42771825396825,1.2870354478312296,-62.97510582010581,8,9
1.4589397720348884,-63.449876847290646,0.6258373008737921,-59.512499999999996,0.5647102230012416,-57.78467432950191,0.6038015768669599,-58.624521072796924,6,8
1.149464437911466,-63.69503968253969,1.5320226740223553,-58.49261621315192,0.5667182217242361,-60.05565476190476,0.912991690020982,-61.50856009070294,7,9
1.066211915825002,-62.14260912698412,0.4397413843834358,-55.959722222222226,1.1306986730289221,-56.25595238095237,1.0695824034717094,-58.78521825396825,3,8
0.7854166737674535,-63.78574074074073,0.6372624154872983,-56.197129629629636,0.6685758585264437,-58.091898148148154,0.9110692539076162,-59.74273148148149,2,7
1.2228424672368632,-64.98402777777778,1.127602552824164,-61.69372605363985,1.3570117024367203,-59.90466611932129,0.785813402448725,-56.44094827586206,9,6
1.4340448051870875,-65.47212643678161,0.4444770302549885,-53.22064814814815,0.8511707446288268,-55.20990740740741,0.6401775363197094,-61.245509259259265,3,0
0.5258082910856002,-66.49423076923077,1.2647892619997003,-61.255801860974266,1.0867502142306757,-60.14096195949644,0.8108421653072554,-58.1681855500821,10,2
