RSSI_sd1,RSSI_mean1,RSSI_sd2,RSSI_mean2,RSSI_sd3,RSSI_mean3,RSSI_sd4,RSSI_mean4,X,Y
0.641192373274811,-56.82758620689656,1.6290358960635036,-61.37931034482759,1.451935857232783,-66.96551724137932,1.5682775211646998,-63.89655172413793,4,0
0.9240286022852292,-65.75862068965517,0.514498474383245,-46.58620689655172,31.50086714251866,-43.3448275862069,25.264460928912325,-55.241379310344826,10,0
0.6264116710539914,-64.42857142857143,0.4029788281548344,-52.32142857142857,2.2020617529303808,-64.35714285714286,1.6900855727439603,-64.96428571428571,7,0
0.6793346272009742,-48.67857142857143,16.852237261645385,-60.642857142857146,2.384387254488054,-59.75,0.9850913533727708,-64.39285714285714,1,0
0.8624999999999998,-62.32142857142857,1.1432030726455047,-57.92857142857143,32.34854711678553,-40.17857142857143,0.8854010102657394,-65.71428571428571,6,0
0.6678905644807756,-51.035714285714285,0.9576681734812243,-65.82142857142857,23.095308664595184,-56.46428571428572,23.541036616395843,-57.57142857142857,0,0
0.4496712367555653,-52.6551724137931,0.7399148527354034,-63.58620689655172,0.9687077400121872,-62.241379310344826,21.167407866031787,-7.172413793103448,2,0
0.5546990110552176,-59.03448275862069,1.1928367902905146,-64.3103448275862,29.67327284416374,-48.03448275862069,0.6133625233235523,-65.27586206896552,5,0
1.8723408960013124,-64.92857142857143,0.3306176578984935,-46.0,1.6394775236194956,-60.42857142857143,0.9441129203380316,-65.75,9,0
12.119651793201523,-62.55172413793103,1.1919335864307288,-54.172413793103445,1.7607121700472257,-65.06896551724138,0.968484425366408,-64.44827586206897,8,0
1.2128709883919058,-56.0,0.9965934843893124,-61.62068965517241,1.3359616633200022,-60.48275862068966,33.73832426745204,-40.10344827586207,3,0
1.1848330138502532,-63.62068965517241,0.8338796267248798,-52.93103448275862,1.322660508139278,-62.6551724137931,0.6501777631250599,-62.58620689655172,7,1
0.5580949968510766,-55.96428571428572,0.8984375215665975,-63.0,1.335387846325321,-64.14285714285714,12.433571762545805,-64.17857142857143,3,1
1.5055234190493765,-63.035714285714285,0.3828769280898127,-55.0,0.8373608034051769,-62.25,1.0669491348462716,-63.5,6,1
1.4322016947383542,-58.6551724137931,0.7480553464997574,-56.82758620689656,1.0577983158670328,-62.82758620689656,26.824822576100395,-52.41379310344828,5,1
1.4878414063565442,-65.48275862068965,0.4412412230114733,-52.06896551724138,12.604979472323148,-66.13793103448276,1.32196245051467,-62.96551724137931,9,1
0.6233708926804885,-56.57142857142857,2.233012052989903,-62.785714285714285,1.5639664320460631,-64.96428571428571,25.788757625005317,-55.25,2,1
1.342136648152089,-62.42857142857143,0.2929865664461665,-49.57142857142857,16.403061878444987,-58.96428571428572,1.3168330913937305,-61.71428571428572,8,1
1.2686240729934188,-65.17241379310344,0.5952255179578299,-48.55172413793103,16.875047992963754,-61.44827586206897,0.8943760903351224,-64.62068965517241,10,1
0.7170259936084625,-49.21428571428572,1.1890208366074253,-62.21428571428572,16.884442432562096,-60.42857142857143,1.5237903412111036,-65.0,1,1
0.5713978786399946,-50.5,23.48752013089276,-57.32142857142857,2.0511742392193764,-64.96428571428571,1.5880451507415176,-66.75,0,1
1.0968343698665877,-57.25,1.235569768593107,-62.85714285714285,0.9307200035760964,-66.07142857142857,0.0,0.0,4,1
0.5901369396851909,-51.96551724137931,1.6076407908989658,-65.86206896551724,1.6481719228779912,-61.689655172413794,0.8138043864667278,-64.20689655172414,1,2
1.2890755957348323,-62.93103448275862,0.3860293983116149,-50.310344827586206,1.3888111461439954,-61.3448275862069,0.8807822416704058,-60.86206896551724,8,2
0.7086914764543517,-55.58620689655172,33.909429886039,-26.48275862068965,2.167587326120031,-64.89655172413794,1.320719790978966,-64.0,0,2
31.512574313321466,-45.71428571428572,0.4756440317064426,-50.46428571428572,23.191967293413803,-56.642857142857146,0.4667107000605622,-57.535714285714285,9,2
0.961500239079828,-54.21428571428572,1.2491197297322416,-59.5,28.655750293308483,-49.57142857142857,23.831940897850032,-58.21428571428572,2,2
1.1528276018520014,-56.92857142857143,1.7027241162618725,-63.035714285714285,1.1779706260846952,-60.67857142857143,0.9628490915070094,-62.32142857142857,3,2
